,이름,채널ID,동영상ID,제목,조회수,좋아요수,댓글수
752,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,8UK9i1OTqpA,든든한 육회비빔밥과 순두부찌개 먹방~!!리얼사운드   ASMR Mukbang(Eating Show),136929,2981,126
753,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,GKcYEVFm8iY,방송 10주년과 떵개의 생일기념 초코케이크 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),164552,5669,638
754,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,c9j2CSEGhDw,다가오는 봄철 맛있는 쭈구미 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show),133940,2707,91
755,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,FPknAXmR3CI,최고의 조합! 부추비빔면과 삼겹살 먹방~!! 리얼사운드 리얼사운드 ASMR Mukbang(Eating Show),134876,2959,166
756,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,Mc5DogbkL9I,숯불양념치킨에 치밥 그리 우동사리추가해서 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),146139,2946,102
757,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,fXmeMh55NSM,"초코크레페케이크, 티라미수크레페케이크등 여러가지 초코케이크 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",167805,3197,140
758,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,Q3M51SM5dGQ,"튀김우동과 계란초밥, 성게알초밥, 날치알초밥 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",121403,2587,96
759,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,Z0WcATvP4_I,매운 어묵고추짬뽕 탕수육 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),160578,3192,129
760,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,27MfBtsVdHs,한번씩 땡기는 파닭과 츄러스치즈볼 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),130071,2768,122
761,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,gGAYmn9J5no,"담백하고 맛있는 싱싱한 육사시미, 차돌박이사시미, 육회 먹방~!! 리얼사운드 #shorts",278334,5727,94
762,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,HZu7ESWIU6w,최고의조합 육개장과 통참치김밥 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show),160492,3589,130
763,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,MJ93TLD-5XM,추억의 길거리음식! 대왕후라이드닭꼬치 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),243433,4289,255
764,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,TcDqnLhNJHY,소주한잔 생각나는 싱싱한 오징어회와 딱새우회 먹방~!! 리얼사운드ASMR Mukbang(Eating Show),144575,2835,100
765,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,qodjMO5Mc6o,"꾸덕한 간짜장 다섯그릇과 군만두, 탕수만두 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show)",247921,4716,228
766,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,WZe6hROkYDg,"직접만든 통보쌈에 맛있는김치, 라면 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",252223,4450,179
767,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,p2gpwga1JIA,"벽돌케이크, 킹푸딩, 대구꿀덕등 여러가지 디저트 먹방~!! 리얼사운드 #shorts",415641,7549,81
768,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,D7sJzXnB4tk,"중국당면 들어간 마라탕면과 밥, 꿔바로우 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",304794,5017,243
769,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,udNpqX7XLYA,여러가지 사리가 들어간 로제닭발 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),164079,3245,156
770,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,2oXpcW7CupE,달콤쫀득한 펄케이크와 흑당버블티 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),150854,2641,144
771,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,hoj5c6ryk4g,황금올리브닭다리에 시원한 맥주까지!! 치맥 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show),649751,9287,311
772,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,wXFetusmm1g,꾸덕한 크림치즈불닭볶음면과 시원한 물김치 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),166199,3214,146
773,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,iPMmZUEwp9s,좋은 육향에 기름진맛이 일품인 우골수 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show),309554,4068,362
774,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,de6w0qxMDY0,"블랙타이거새우튀김. 삼겹살튀김, 킬바사튀김등 여러가지튀김 먹방~!! 리얼사운드  #shorts",228693,5335,54
775,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,DCEo_saM-6E,꾸덕꾸덕 로제파스타와 여러가지 튀김 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),140615,2848,146
776,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,EKI4sNFmjZw,"여러가지 해물이 들어간 물회에 소면사리추가 그리고 계란말이, 김밥 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show)",197768,3705,130
777,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,g7A-lDod88I,"당충전 제대로 해보겠습니다! 여러가지 초코아이스크림, 초코우유, 초콜렛 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",269139,4330,318
778,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,rcpOirxZjl8,겨울이 지나기전에 제철 굴과 통보쌈 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show),227641,4167,174
779,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,G5w7zEbCdfE,"김치만두, 고기만두, 새우만두등 여러가지 만두 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show)",362195,6622,233
780,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,jzM1xzjc4Ug,"엽떡에 우동사리추가 그리고 허니콤보, 허니순살 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",219057,4158,120
781,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,-ds_InC-Lzc,"부드러운 연어 먹방모음~!! 통연어, 대왕연어초밥, 연어장, 연어국수   #shorts",181575,4422,61
782,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,WK3oHMeHhyU,할매가래떡볶이에 중국당면추가 그리고 여러가지 튀김 먹방~!! 리얼사운드ASMR Mukbang(Eating Show),175954,3454,121
783,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,rKz_9z_HDnk,타코야끼 7가지 맛으로 다양하게 즐겨보자!! 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),212116,4136,178
784,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,J5F-ZVKHFx8,매콤쫄깃 쫄면과 바삭한 멘치가스 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),152606,3316,131
785,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,UZCwe2elCJU,직접만든 불닭쌈떡볶이 자메이카닭다리 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),283639,5674,219
786,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,8gx2Nmxi_5U,노릇노릇한 삼겹살과 양념목살 그리고 열라면 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),295105,5302,211
787,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,V9p9LG0fcBM,"간장게장, 매운양념게장, 연어장등 밥도둑 먹방~!! #shorts",216165,4472,65
788,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,BUCrhC2BZ7E,"술 땡기는 직화무뼈닭발에 주먹밥, 왕새우튀김, 계란찜 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",263725,5124,231
789,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,URtWyowl_3Q,"오랜만에 먹는 뿌링클닭다리와 치즈볼, 뿌링클치즈볼, 뿌링핫도그 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show)",455126,7539,292
790,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,yP39pk7moIU,추억의 옛날카스테라 가득 쌓아서 우유랑 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show),286792,4980,274
791,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,SIrnEpt5_2Q,햇반 순삭 시키는 양념대창곱창에 우동사리추가! 그리고 오이소박이 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),217640,4168,178
792,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,zQ7lQhliZZY,"탱탱한 빅소세지와 열라면, 불닭컵라면 먹방~!! 리얼사운드ASMR Mukbang(Eating Show)",458978,7440,276
793,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,hmyork8xp0U,"집밥 생각나는 돼지고기김치찌개에 스팸, 계란후라이, 햇반 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show)",246081,4501,177
794,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,qumz4DAT2M0,어니언치킨에 꾸덕한 까르보나라파스타 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),201960,4022,187
795,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,2KKJVhHu18Q,제철 딸기가 가득 들어간 딸기화채 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),181564,3350,131
796,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,kXeOLyITVS4,버거킹 빅사이즈 스태커3 와퍼 5개 먹방~~!! 리얼사운드  ASMR Mukbang(Eating Show),245764,4725,202
797,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,fnew9mjHvn8,"최고의 궁합! 순두부틈새라면과 삼각김밥, 소세지 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",241940,4796,162
798,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,HU31ZC5GA4I,추억의 옛날즉석떡볶이에 쫄면사리추가! 그리고 꼬마김밥 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show),213511,4410,161
799,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,LAfV1r8jwvI,달콤한 케이크 먹방모음~!! #shorts,169344,3885,59
